xù;序;order;hsk4
jiàn;渐;gradually;hsk4
sōng;松;pine;hsk4
mì;秘;secret;hsk4
wèi;谓;to call;hsk4
zé;择;to choose;hsk4
yù;玉;jade;hsk4
sēn;森;forest;hsk4
gǔ;骨;bone;hsk4
kuò;扩;to enlarge;hsk4
gài;盖;lid;hsk4
bīng;冰;ice;hsk4
qī;妻;wife;hsk4
tòu;透;to penetrate;hsk4
yáng;扬;to hoist;hsk4
xiōng;兄;elder brother;hsk4
xùn;迅;rapid;hsk4
bì;毕;to complete;hsk4
lún;轮;wheel;hsk4
bèi;贝;shellfish;hsk4
yì;译;to translate;hsk4
zhào;召;to summon;hsk4
hòu;厚;thick;hsk4
chè;彻;thorough;hsk4
zhàng;丈;Chinese yard;hsk4
dàn;淡;mild;hsk4
tiāo;挑;to select;hsk4
jìn;劲;energy;hsk4
quān;圈;circle;hsk4
chí;迟;late;hsk4
yāo;腰;waist;hsk4
yòu;幼;young;hsk4
shī;湿;wet;hsk4
guā;瓜;melon;hsk4
liáo;聊;to chat;hsk4
kē;棵;plant;hsk4
sǎn;伞;umbrella;hsk4
jīn;巾;towel;hsk4
bèn;笨;stupid;hsk4
wà;袜;socks;hsk4
zhèng;政;politics;hsk4
zé;则;rule;hsk4
bīng;兵;troops;hsk4
ā;阿;pet name;hsk4
jú;局;bureau;hsk4
tóu;投;to throw;hsk4
liào;料;material;hsk4
chéng;承;to undertake;hsk4
shù;述;to narrate;hsk4
jū;居;to reside;hsk4
cái;财;riches;hsk4
chōng;冲;to charge;hsk4
dān;担;to carry on the shoulder;hsk4
zhēng;征;expedition;hsk4
huī;挥;to brandish;hsk4
huái;怀;to cherish;hsk4
háng;航;to navigate;hsk4
shǒu;守;to guard;hsk4
liáng;良;good;hsk4
lín;临;to overlook;hsk4
hū;呼;to shout;hsk4
bài;败;to fail;hsk4
mèng;梦;dream;hsk4
xiàn;县;county;hsk4
shàng;尚;to esteem;hsk4
yí;移;to shift;hsk4
gù;固;solid;hsk4
fù;附;to attach;hsk4
xī;吸;to inhale;hsk4
zhāo;招;to beckon;hsk4
shòu;授;to confer;hsk4
sūn;孙;grandchild;hsk4
pò;迫;to compel;hsk4
níng;宁;peaceful;hsk4
tì;替;to replace;hsk4
cù;促;to urge;hsk4
yán;延;to prolong;hsk4
cāo;操;to exercise;hsk4
zǔ;阻;to block;hsk4
chōu;抽;to take out;hsk4
jù;距;distance;hsk4
fú;符;symbol;hsk4
yǒng;勇;courageous;hsk4
jiǎng;奖;award;hsk4
miáo;描;to describe;hsk4
dài;袋;bag;hsk4
yìng;映;to reflect;hsk4
mǎ;码;number;hsk4
cū;粗;coarse;hsk4
suān;酸;sour;hsk4
nóng;浓;concentrated;hsk4
wān;弯;curved;hsk4
qiǎn;浅;shallow;hsk4
dù;肚;belly;hsk4
zhǐ;址;address;hsk4
shuài;帅;commander;hsk4
yí;姨;maternal aunt;hsk4
guǒ;裹;to wrap;hsk4
guàng;逛;to stroll;hsk4
zhàn;战;war;hsk4
què;却;to withdraw;hsk4
zhì;质;quality;hsk4
fǔ;府;government office;hsk4
guān;官;bureaucrat;hsk4
yán;研;to research;hsk4
liè;列;to line up;hsk4
àn;案;case;hsk4
wéi;维;to maintain;hsk4
shī;施;to carry out;hsk4
xì;细;fine;hsk4
lǜ;率;rate;hsk4
shèn;甚;tremendously;hsk4
wēi;微;tiny;hsk4
zhì;置;to set up;hsk4
huò;获;to seize;hsk4
mó;模;to imitate;hsk4
jiē;阶;steps;hsk4
bǎo;宝;treasure;hsk4
shì;释;to explain;hsk4
huò;货;commodities;hsk4
àn;暗;dark;hsk4
cè;测;to measure;hsk4
háo;毫;one thousandth;hsk4
yù;遇;to encounter;hsk4
lǜ;虑;to ponder;hsk4
jūn;均;equal;hsk4
hán;含;to keep;hsk4
yáo;摇;to shake;hsk4
liáo;疗;to cure;hsk4
fān;翻;to turn over;hsk4
wěn;稳;stable;hsk4
xǐng;醒;to awaken;hsk4
gòu;购;to purchase;hsk4
zhēn;针;needle;hsk4
bào;抱;to embrace;hsk4
zhí;植;plant;hsk4
cuò;措;to arrange;hsk4
shāo;烧;to burn;hsk4
bàn;伴;partner;hsk4
liáng;粮;provisions;hsk4
nào;闹;to make noise;hsk4
biàn;辩;to dispute;hsk4
xiōng;胸;chest;hsk4
mō;摸;to grope;hsk4
kuàng;矿;mine;hsk4
bèi;倍;times;hsk4
láng;郎;young man;hsk4
quán;泉;spring;hsk4
liàn;炼;to smelt;hsk4
shuā;刷;to brush;hsk4
yán;盐;salt;hsk4
lā;垃;garbage;hsk4
jiū;究;to research;hsk4
dí;敌;enemy;hsk4
zhì;致;to deliver;hsk4
gōng;供;to supply;hsk4
xíng;型;mold;hsk4
xiàng;项;item;hsk4
mì;密;secret;hsk4
jìng;竟;actually;hsk4
kuò;括;to include;hsk4
xí;席;mat;hsk4
shī;诗;poem;hsk4
tuō;脱;to take off;hsk4
xiān;鲜;fresh;hsk4
dǐng;顶;top;hsk4
cì;刺;thorn;hsk4
yuán;圆;round;hsk4
chéng;诚;sincere;hsk4
bǎi;摆;to arrange;hsk4
fēn;纷;disorderly;hsk4
hán;寒;cold;hsk4
cháo;潮;tide;hsk4
jù;聚;to assemble;hsk4
qióng;穷;poor;hsk4
tiē;贴;to paste;hsk4
yuè;阅;to read;hsk4
dì;递;to hand over;hsk4
rán;燃;to ignite;hsk4
liǎ;俩;duo;hsk4
tī;梯;ladder;hsk4
mào;帽;hat;hsk4
chāo;抄;to copy;hsk4
lí;厘;fraction;hsk4
jī;圾;garbage;hsk4
shǔ;暑;heat;hsk4
tǒng;统;to unite;hsk4
yú;余;surplus;hsk4
zhe;著;to continue;hsk4
zhì;智;wisdom;hsk4
xiāo;销;to spend;hsk4
zài;载;to carry;hsk4
jìn;禁;to prohibit;hsk4
qù;趣;interest;hsk4
luò;络;net;hsk4
péi;培;to cultivate;hsk4
kuān;宽;wide;hsk4
tóng;童;child;hsk4
pó;婆;old woman;hsk4
bó;薄;slight;hsk4
shǎng;赏;reward;hsk4
tián;填;to fill in;hsk4
ǎi;矮;short;hsk4
dǔ;堵;to block up;hsk4
là;辣;spicy hot;hsk4
xián;咸;salty;hsk4
jīng;惊;to startle;hsk4
jī;激;to excite;hsk4
jiǎn;减;to reduce;hsk4
biān;编;to compile;hsk4
bì;避;to evade;hsk4
chuāng;窗;window;hsk4
tú;途;route;hsk4
huǎn;缓;unhurried;hsk4
chún;纯;pure;hsk4
shū;殊;different;hsk4
sú;俗;customs;hsk4
shū;叔;uncle;hsk4
qū;趋;to hasten;hsk4
fǔ;腐;rotten;hsk4
tǎng;躺;to lie down;hsk4
jì;寄;to mail;hsk4
sù;塑;plastic;hsk4
duàn;锻;to forge;hsk4
yuán;源;source;hsk4
yí;遗;to leave behind;hsk4
mò;默;silent;hsk4
zàn;赞;to praise;hsk4
yí;疑;to doubt;hsk4
jìng;镜;mirror;hsk4
dài;戴;to put on;hsk4
suō;缩;to shrink;hsk4
zōng;综;to sum up;hsk4
cā;擦;to scrub;hsk4
jiǎ;甲;armor;hsk5
cè;册;booklet;hsk5
zhú;竹;bamboo;hsk5
yǔ;羽;feathers;hsk5
yǐ;乙;second;hsk5
chǒu;丑;clown;hsk5
jī;击;to beat;hsk5
wěi;委;committee;hsk5
shā;杀;to kill;hsk5
tuō;托;to entrust;hsk5
hé;核;nucleus;hsk5
kěn;肯;to agree;hsk5
dú;毒;poison;hsk5
sī;私;private;hsk5
yōng;拥;to embrace;hsk5
xī;析;to analyze;hsk5
wéi;唯;only;hsk5
bēi;悲;sad;hsk5
tīng;厅;hall;hsk5
huī;灰;ashes;hsk5
jù;拒;to refuse;hsk5
fá;乏;to lack;hsk5
nài;耐;to endure;hsk5
bèi;辈;lifetime;hsk5
hàn;汗;sweat;hsk5
xián;闲;leisure;hsk5
quàn;劝;to advise;hsk5
duǒ;朵;earlobe;hsk5
zǐ;仔;meticulous;hsk5
jǐ;挤;to squeeze;hsk5
shǔ;鼠;mouse;hsk5
chí;池;pool;hsk5
kuī;亏;loss;hsk5
yā;押;to pawn;hsk5
rēng;扔;to throw;hsk5
pǐ;匹;to match;hsk5
jī;肌;muscle;hsk5
wò;卧;to lie down;hsk5
wèi;胃;stomach;hsk5
guì;柜;cupboard;hsk5
xī;夕;evening;hsk5
chuǎng;闯;to rush;hsk5
yā;鸭;duck;hsk5
chàng;倡;to initiate;hsk5
chā;叉;fork;hsk5
sǎ;洒;to sprinkle;hsk5
ké;咳;to cough;hsk5
jūn;军;army;hsk5
xié;协;to cooperate;hsk5
yāng;央;center;hsk5
àn;岸;shore;hsk5
táo;逃;to escape;hsk5
xióng;雄;grand;hsk5
kù;库;warehouse;hsk5
zūn;尊;to respect;hsk5
rǎn;染;to dye;hsk5
kuáng;狂;crazy;hsk5
shēn;伸;to extend;hsk5
wéi;违;to violate;hsk5
fá;罚;to punish;hsk5
bài;拜;to pay respect;hsk5
chéng;乘;to ride;hsk5
dàn;旦;daybreak;hsk5
zhēn;珍;precious;hsk5
zàn;暂;temporary;hsk5
fàn;泛;nonspecific;hsk5
dāi;呆;fool;hsk5
lì;厉;stern;hsk5
jí;辑;to edit;hsk5
rùn;润;moist;hsk5
tái;抬;to lift;hsk5
dùn;盾;shield;hsk5
zhěn;诊;to diagnose;hsk5
shè;摄;to take a photo;hsk5
wū;污;filthy;hsk5
píng;凭;proof;hsk5
xiáng;详;detailed;hsk5
máo;矛;spear;hsk5
mà;骂;to scold;hsk5
shǐ;驶;to drive;hsk5
qiáo;瞧;to look at;hsk5
jiè;戒;to guard against;hsk5
jià;驾;to drive;hsk5
cāi;猜;to guess;hsk5
gōu;沟;ditch;hsk5
shòu;寿;longevity;hsk5
xún;询;to inquire;hsk5
yōu;幽;secluded;hsk5
jiān;艰;difficult;hsk5
táo;桃;peach;hsk5
zhēng;挣;struggle;hsk5
cháng;肠;intestines;hsk5
dǎng;挡;to block;hsk5
qiàn;欠;to owe;hsk5
bàn;扮;to dress up;hsk5
pén;盆;basin;hsk5
lòu;漏;to leak;hsk5
chāi;拆;to take apart;hsk5
yàn;艳;colorful;hsk5
chóu;愁;to worry;hsk5
chú;厨;kitchen;hsk5
bàng;棒;club;hsk5
pō;泼;to splash;hsk5
lí;梨;pear;hsk5
ěr;尔;thus;hsk5
lìng;令;orders;hsk5
gé;革;leather;hsk5
láo;劳;labor;hsk5
zhí;执;to clench;hsk5
hú;胡;recklessly;hsk5
bǎn;版;printing plate;hsk5
qiāng;枪;gun;hsk5
róng;荣;glory;hsk5
ruǎn;软;soft;hsk5
qū;曲;bent;hsk5
yóu;尤;remarkable;hsk5
qì;弃;to abandon;hsk5
rěn;忍;to endure;hsk5
chù;触;to touch;hsk5
xiǎng;享;to enjoy;hsk5
fǎng;仿;to imitate;hsk5
qǐ;启;to open;hsk5
gū;估;to estimate;hsk5
yì;忆;to recall;hsk5
zāi;灾;disaster;hsk5
dǎn;胆;gall bladder;hsk5
duī;堆;pile;hsk5
shāo;稍;a little;hsk5
qiǎng;抢;to rob;hsk5
jiān;肩;shoulder;hsk5
xī;悉;to know;hsk5
fǎn;返;to go back;hsk5
mǐn;敏;agile;hsk5
shèng;剩;to be left over;hsk5
xīn;辛;pungent;hsk5
liàn;恋;enamored;hsk5
xià;吓;to frighten;hsk5
lì;励;to encourage;hsk5
huá;滑;slippery;hsk5
bá;拔;to pull out;hsk5
sù;肃;solemn;hsk5
jiè;届;to fall due;hsk5
xīn;欣;happy;hsk5
yǐn;饮;beverage;hsk5
luó;逻;to patrol;hsk5
zūn;遵;to obey;hsk5
fú;扶;to support with the hand;hsk5
yàn;厌;to detest;hsk5
yuàn;怨;resentment;hsk5
tǔ;吐;to spit;hsk5
yǎo;咬;to bite;hsk5
cōng;聪;smart;hsk5
méi;煤;coal;hsk5
fū;肤;skin;hsk5
zhǎng;涨;to rise;hsk5
pīn;拼;to piece together;hsk5
cuì;脆;brittle;hsk5
chái;柴;firewood;hsk5
mián;眠;sleep;hsk5
shàn;扇;fan;hsk5
jiāo;胶;glue;hsk5
jiāo;郊;suburbs;hsk5
gāo;糕;cake;hsk5
dàn;弹;bullet;hsk5
shè;射;to shoot;hsk5
zhǎng;掌;palm;hsk5
dòng;洞;cave;hsk5
tǎn;坦;level;hsk5
guǐ;鬼;ghost;hsk5
xū;虚;void;hsk5
hǔ;虎;tiger;hsk5
mào;贸;trade;hsk5
jìng;竞;to compete;hsk5
zhèn;震;to quake;hsk5
zhù;筑;to construct;hsk5
zhèn;振;to vibrate;hsk5
mó;摩;to rub;hsk5
yóu;犹;just like;hsk5
lǎng;朗;bright;hsk5
zhū;珠;pearl;hsk5
hèn;恨;hate;hsk5
bí;鼻;nose;hsk5
ǒu;偶;idol;hsk5
huī;恢;to recover;hsk5
hú;糊;paste;hsk5
màn;漫;to overflow;hsk5
rǎo;扰;to harass;hsk5
chā;插;to insert;hsk5
piàn;骗;to deceive;hsk5
háo;豪;unrestrained;hsk5
huì;惠;favor;hsk5
gǔn;滚;to roll;hsk5
qín;勤;diligent;hsk5
dài;贷;loan;hsk5
diū;丢;to lose;hsk5
lín;邻;neighbor;hsk5
péi;陪;to accompany;hsk5
shé;蛇;serpent;hsk5
hè;贺;to congratulate;hsk5
dūn;吨;ton;hsk5
qín;琴;stringed instrument;hsk5
guān;冠;crown;hsk5
xióng;熊;bear;hsk5
làn;烂;rotten;hsk5
jiā;夹;press from both sides;hsk5
mò;漠;desert;hsk5
zuì;醉;to be drunk;hsk5
jù;俱;altogether;hsk5
fǔ;辅;to supplement;hsk5
chòu;臭;stench;hsk5
dòng;冻;to freeze;hsk5
táo;萄;grape;hsk5
pí;脾;spleen;hsk5
bǐng;饼;round flat cake;hsk5
tù;兔;rabbit;hsk5
shì;柿;persimmon;hsk5
dé;德;morals;hsk5
zhī;织;to weave;hsk5
sǔn;损;to damage;hsk5
bó;博;well-informed;hsk5
gǔ;鼓;drum;hsk5
gǎo;搞;to do;hsk5
yìng;硬;hard;hsk5
jìng;敬;to respect;hsk5
qiān;签;to sign;hsk5
bǐ;彼;the other;hsk5
shè;舍;hut;hsk5
qiāo;悄;quiet;hsk5
ài;碍;to obstruct;hsk5
jiàn;键;key;hsk5
sōu;搜;to search;hsk5
jí;籍;records;hsk5
shì;饰;ornaments;hsk5
gāng;钢;steel;hsk5
cháng;尝;taste;hsk5
nài;奈;to deal with;hsk5
duǒ;躲;dodge;hsk5
pēn;喷;to spurt;hsk5
bō;玻;glass;hsk5
xiē;歇;to rest;hsk5
huǐ;悔;repent;hsk5
lǎn;览;to look at;hsk5
fù;傅;master;hsk5
gāng;纲;guiding principle;hsk5
yù;豫;pleased;hsk5
shí;拾;to tidy up;hsk5
miǎo;秒;second;hsk5
pī;披;to drape over the shoulders;hsk5
hé;盒;small box;hsk5
pú;葡;grape;hsk5
shuāi;摔;to tumble;hsk5
kòng;控;to control;hsk5
yù;域;region;hsk5
mù;幕;curtain;hsk5
cháng;偿;to repay;hsk5
suì;碎;broken;hsk5
fú;幅;width of cloth;hsk5
kē;颗;grain;hsk5
xī;惜;to cherish;hsk5
fēng;疯;insane;hsk5
mào;貌;appearance;hsk5
lián;怜;to pity;hsk5
huāng;慌;to panic;hsk5
péi;赔;to compensate;hsk5
shǎ;傻;stupid;hsk5
zèng;赠;to gift;hsk5
yì;谊;friendship;hsk5
jiǎn;剪;scissors;hsk5
shuò;硕;big;hsk5
kǎo;烤;to roast;hsk5
róng;绒;down;hsk5
cái;裁;to cut out;hsk5
tōu;偷;to steal;hsk5
cí;辞;to resign;hsk5
rào;绕;to go around;hsk5
líng;龄;age;hsk5
bīn;宾;visitor;hsk5
zhuàng;撞;to bump into;hsk5
suǒ;锁;lock;hsk5
wèi;慰;to console;hsk5
qiāo;敲;to knock;hsk5
sù;宿;to stay overnight;hsk5
yāo;邀;to invite;hsk5
lí;璃;glass;hsk5
zāo;糟;messed up;hsk5
líng;铃;small bell;hsk5
zhāi;摘;to pluck;hsk5
guō;锅;pot;hsk5
hóu;猴;monkey;hsk5
lián;帘;curtain;hsk5
suǒ;索;rope;hsk5
kuǎn;款;funds;hsk5
bì;壁;wall;hsk5
zǐ;紫;purple;hsk5
shòu;瘦;thin;hsk5
shū;蔬;vegetable;hsk5
xiàn;献;to donate;hsk5
fán;繁;numerous;hsk5
xié;斜;slanting;hsk5
pín;频;frequency;hsk5
tián;田;rice field;hsk6
yǔ;予;bestow;hsk6
jǐng;井;well;hsk6
chāng;昌;prosperous;hsk6
gōng;攻;to attack;hsk6
zuì;罪;guilt;hsk6
líng;灵;spirit;hsk6
fàn;犯;criminal;hsk6
dǎo;岛;island;hsk6
jí;吉;lucky;hsk6
miè;灭;to extinguish;hsk6
wáng;亡;death;hsk6
zhà;炸;to blow up;hsk6
jié;杰;outstanding;hsk6
mài;麦;wheat;hsk6
duó;夺;to take by force;hsk6
róng;融;to melt;hsk6
kān;刊;publication;hsk6
tàn;叹;to sigh;hsk6
yán;炎;inflammation;hsk6
fèng;奉;to offer;hsk6
zhā;扎;prick;hsk6
zhuàng;壮;robust;hsk6
yǔn;允;to allow;hsk6
wǔ;伍;squad of five;hsk6
quàn;券;voucher;hsk6
pū;扑;to pounce on;hsk6
jiāo;焦;burnt;hsk6
kòu;扣;button;hsk6
hào;耗;to consume;hsk6
gān;肝;liver;hsk6
niǔ;扭;to twist;hsk6
guǐ;轨;rails;hsk6
gǎn;杆;shaft;hsk6
wàng;旺;prosperous;hsk6
zhōu;粥;porridge;hsk6
sū;苏;to revive;hsk6
ruò;若;as if;hsk6
yì;异;different;hsk6
yáng;洋;ocean;hsk6
ēn;恩;kindness;hsk6
fán;凡;ordinary;hsk6
zhé;哲;wise;hsk6
nù;怒;anger;hsk6
měng;猛;fierce;hsk6
méng;盟;alliance;hsk6
yán;沿;along;hsk6
xùn;讯;interrogate;hsk6
xiàn;陷;pitfall;hsk6
yí;仪;servant;hsk6
bēn;奔;to run quickly;hsk6
jìng;径;track;hsk6
yǎng;仰;to look up;hsk6
xiōng;凶;cruel;hsk6
huàn;幻;unreal;hsk6
fú;浮;to float;hsk6
fēng;峰;peak;hsk6
tuō;拖;to drag;hsk6
xié;胁;to coerce;hsk6
fěn;粉;powder;hsk6
ní;泥;mud;hsk6
huì;慧;intelligent;hsk6
jié;洁;clean;hsk6
hūn;昏;dusk;hsk6
hěn;狠;ruthless;hsk6
xiáng;祥;auspicious;hsk6
jūn;菌;fungus;hsk6
dàng;档;files;hsk6
gǎng;岗;hillock;hsk6
bō;拨;to allocate;hsk6
rǔ;乳;breast;hsk6
chuàn;串;skewer;hsk6
cāng;仓;storehouse;hsk6
máng;盲;blind;hsk6
pàn;盼;to hope for;hsk6
guǎi;拐;to turn;hsk6
juān;捐;to donate;hsk6
qú;渠;canal;hsk6
shuǎng;爽;refreshing;hsk6
hú;壶;kettle;hsk6
qié;茄;eggplant;hsk6
sháo;勺;ladle;hsk6
gǔ;股;thigh;hsk6
lüè;略;outline;hsk6
kàng;抗;to resist;hsk6
jiàn;舰;warship;hsk6
shèng;圣;holy;hsk6
nuò;诺;to promise;hsk6
gōng;宫;palace;hsk6
móu;谋;scheme;hsk6
zǔ;祖;ancestor;hsk6
qīn;侵;to invade;hsk6
dǐ;抵;to resist;hsk6
hùn;混;to mix;hsk6
méi;梅;plum;hsk6
la;啦;exclamation;hsk6
huàn;患;trouble;hsk6
zhù;驻;to be stationed;hsk6
jiān;尖;tip;hsk6
zhōng;忠;loyal;hsk6
gū;孤;orphan;hsk6
héng;衡;to weigh;hsk6
fèi;废;to discard;hsk6
fān;番;try;hsk6
zhī;枝;branch;hsk6
zòu;奏;to play music;hsk6
gòng;贡;to pay tribute;hsk6
qiān;迁;to change;hsk6
xiè;械;machinery;hsk6
xiù;袖;sleeve;hsk6
zhù;柱;pillar;hsk6
biǎn;扁;flat;hsk6
xún;循;to follow;hsk6
zhǒng;肿;swollen;hsk6
tūn;吞;to swallow;hsk6
zhuō;捉;to catch;hsk6
zhái;宅;dwelling;hsk6
píng;屏;screen;hsk6
lú;炉;stove;hsk6
diào;吊;to hang;hsk6
chàng;畅;smooth;hsk6
yūn;晕;dizzy;hsk6
gǒng;巩;to consolidate;hsk6
jiàng;酱;sauce;hsk6
dǎng;党;political party;hsk6
shěn;审;to examine;hsk6
huáng;皇;emperor;hsk6
fù;副;deputy;hsk6
fó;佛;Buddha;hsk6
jiān;监;to supervise;hsk6
wān;湾;bay;hsk6
pào;炮;firecracker;hsk6
duān;端;upright;hsk6
tàn;探;to seek out;hsk6
zhuāng;庄;village;hsk6
yǐn;隐;hidden;hsk6
méng;蒙;to cover;hsk6
qián;潜;to submerge;hsk6
yǔ;宇;eaves;hsk6
huǐ;毁;to destroy;hsk6
yuán;援;assist;hsk6
piān;偏;to lean;hsk6
cè;侧;side;hsk6
zhài;债;debt;hsk6
wū;乌;crow;hsk6
bà;罢;to cease;hsk6
bǔ;捕;to catch;hsk6
bāo;胞;placenta;hsk6
xiǎo;晓;dawn;hsk6
pín;贫;impoverished;hsk6
sàng;丧;to lose;hsk6
dù;渡;to ferry;hsk6
guàn;贯;to pierce;hsk6
bī;逼;to press;hsk6
jiā;佳;superb;hsk6
dào;盗;thief;hsk6
ma;嘛;obviously;hsk6
jiē;揭;to reveal;hsk6
wù;悟;to realize;hsk6
yù;誉;reputation;hsk6
jiū;纠;to entangle;hsk6
hóng;宏;great;hsk6
xī;牺;sacrifice;hsk6
wá;娃;newborn;hsk6
jiā;嘉;to commend;hsk6
xuán;悬;to suspend;hsk6
sì;寺;Buddhist temple;hsk6
mó;膜;membrane;hsk6
shé;舌;tongue;hsk6
dàn;诞;birth;hsk6
pào;泡;bubble;hsk6
fèi;肺;lungs;hsk6
lán;栏;fence;hsk6
yàn;宴;banquet;hsk6
xīn;薪;salary;hsk6
zhàng;账;accounts;hsk6
tāo;掏;to draw out;hsk6
pìn;聘;to engage;hsk6
zī;咨;to consult;hsk6
wā;哇;wah;hsk6
tī;踢;to kick;hsk6
cǎi;踩;to step on;hsk6
dǎo;蹈;to tread;hsk6
cè;厕;toilet;hsk6
cù;醋;vinegar;hsk6
dì;帝;supreme ruler;hsk6
wēi;威;might;hsk6
bō;波;waves;hsk6
nà;纳;to receive;hsk6
cè;策;strategy;hsk6
shuì;税;tax;hsk6
lù;露;dew;hsk6
yě;野;wild;hsk6
jiàn;剑;saber;hsk6
tú;徒;follower;hsk6
shèng;盛;flourishing;hsk6
zòng;纵;vertical;hsk6
zhàng;障;barrier;hsk6
miào;妙;wonderful;hsk6
chè;撤;to remove;hsk6
yuán;缘;reason;hsk6
hóng;洪;flood;hsk6
liáng;梁;bridge;hsk6
yuè;跃;to leap;hsk6
cǎn;惨;miserable;hsk6
jiàn;践;to trample;hsk6
gǎo;稿;draft;hsk6
mái;埋;to bury;hsk6
fēng;锋;cutting edge;hsk6
qiān;牵;to lead along;hsk6
tà;踏;to step on;hsk6
kuà;跨;to straddle;hsk6
yào;耀;show off;hsk6
yǎng;氧;oxygen;hsk6
ào;傲;arrogant;hsk6
fēn;氛;atmosphere;hsk6
guì;跪;to kneel;hsk6
chēng;撑;to prop up;hsk6
guā;刮;to scrape;hsk6
xié;谐;harmonious;hsk6
chǒng;宠;to pamper;hsk6
yú;娱;amusement;hsk6
dūn;蹲;to squat;hsk6
chǎo;炒;to stir-fry;hsk6
qiān;铅;lead;hsk6
jiǎn;捡;to pick up;hsk6
mán;馒;steamed bun;hsk6
sù;素;vegetarian;hsk6
zhū;诸;various;hsk6
bào;暴;violent;hsk6
gǔ;谷;valley;hsk6
cán;残;incomplete;hsk6
zhèng;症;disease;hsk6
qīng;倾;to incline;hsk6
liè;裂;to split;hsk6
héng;横;horizontal;hsk6
lài;赖;to rely on;hsk6
xuán;旋;to revolve;hsk6
zhí;殖;to breed;hsk6
yè;液;liquid;hsk6
yōu;忧;to worry;hsk6
mò;墨;black ink;hsk6
jiàn;箭;arrow;hsk6
fèn;愤;indignant;hsk6
mó;磨;to grind;hsk6
jié;截;to sever;hsk6
shēng;牲;domestic animal;hsk6
diē;跌;to tumble;hsk6
huī;辉;radiant;hsk6
jiàn;鉴;ancient bronze mirror;hsk6
kuò;阔;broad;hsk6
láo;牢;jail;hsk6
qī;欺;to deceive;hsk6
zuān;钻;to drill;hsk6
huì;绘;to paint;hsk6
mù;墓;grave;hsk6
dā;搭;put up;hsk6
wā;挖;to dig;hsk6
kù;酷;strong;hsk6
mián;棉;cotton;hsk6
ái;挨;to suffer;hsk6
liàng;谅;to forgive;hsk6
bǎng;榜;roster;hsk6
bàng;傍;close to;hsk6
zhǔ;煮;to boil;hsk6
zōng;宗;religion;hsk6
cáng;藏;to store;hsk6
gǎng;港;harbor;hsk6
tǎ;塔;pagoda;hsk6
zāo;遭;to meet with misfortune;hsk6
sāi;塞;to stuff into;hsk6
shè;涉;to wade;hsk6
bào;爆;to explode;hsk6
qià;恰;exactly;hsk6
qí;旗;flag;hsk6
chǔ;储;to store up;hsk6
pō;坡;slope;hsk6
pù;铺;shop;hsk6
tóng;铜;copper;hsk6
xián;嫌;to dislike;hsk6
dī;滴;drop;hsk6
wán;顽;stubborn;hsk6
jiāo;骄;proud;hsk6
qiān;谦;modest;hsk6
shǔ;薯;potato;hsk6
dū;督;to superintend;hsk6
jí;疾;sickness;hsk6
xù;绪;thread ends;hsk6
chóng;崇;worship;hsk6
tiān;添;to increase;hsk6
dǔ;赌;to gamble;hsk6
lǎn;懒;lazy;hsk6
tàng;趟;trip;hsk6
zhèn;镇;at ease;hsk6
yù;欲;desire;hsk6
yú;愉;pleased;hsk6
qiàn;歉;apology;hsk6
zhuàn;赚;to earn;hsk6
hàn;憾;regret;hsk6
é;额;forehead;hsk6
chuān;川;stream;hsk7-9
chén;臣;feudal subject;hsk7-9
nǎi;乃;to be;hsk7-9
dīng;丁;fourth;hsk7-9
wǎ;瓦;tile;hsk7-9
shī;尸;corpse;hsk7-9
yuē;曰;to say;hsk7-9
lǚ;吕;spine;hsk7-9
jīng;晶;crystal;hsk7-9
bǔ;卜;divination;hsk7-9
zhōu;舟;boat;hsk7-9
gōng;弓;bow;hsk7-9
zhǎo;爪;claw;hsk7-9
wù;勿;not;hsk7-9
gài;丐;beggar;hsk7-9
tū;凸;convex;hsk7-9
āo;凹;concave;hsk7-9
hé;禾;grain;hsk7-9
ní;尼;nun;hsk7-9
liú;刘;Liu;hsk7-9
mǔ;姆;nanny;hsk7-9
yǎ;雅;elegant;hsk7-9
xiān;仙;immortal;hsk7-9
hōng;轰;to rumble;hsk7-9
kǒng;孔;hole;hsk7-9
ài;艾;Chinese mugwort;hsk7-9
tài;泰;tranquil;hsk7-9
jīn;津;saliva;hsk7-9
rén;仁;benevolence;hsk7-9
bāng;邦;nation;hsk7-9
qín;秦;Qin;hsk7-9
nú;奴;slave;hsk7-9
gān;甘;sweet;hsk7-9
huò;霍;suddenly;hsk7-9
shì;氏;family name;hsk7-9
fèng;凤;male phoenix;hsk7-9
sāng;桑;mulberry;hsk7-9
chóu;仇;animosity;hsk7-9
xié;邪;evil;hsk7-9
xún;巡;patrol;hsk7-9
jì;剂;dose;hsk7-9
mèng;孟;first month of the season;hsk7-9
dèng;邓;Deng;hsk7-9
cōng;匆;hurried;hsk7-9
tíng;廷;royal court;hsk7-9
míng;鸣;to chirp;hsk7-9
qū;屈;bend;hsk7-9
gē;戈;halberd;hsk7-9
féng;冯;Feng;hsk7-9
qǐ;岂;how;hsk7-9
quán;拳;fist;hsk7-9
lì;隶;slave;hsk7-9
pú;仆;servant;hsk7-9
mēn;闷;stuffy;hsk7-9
tuǒ;妥;appropriate;hsk7-9
gēng;耕;to plow;hsk7-9
chì;斥;to reprimand;hsk7-9
wāng;汪;puddle;hsk7-9
